,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,information,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2017-11-01 23:59:00+00:00,,0.0,,0.0440736781769453,,,0.0,10000.0,0.0,0.0,-0.0237,0.0,,0.0,0.0,0,0.0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2017-11-01 23:59:00+0000', tz='UTC'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': 7075.950000000001, 'sid': Trading Pair btc_usdt(374465) Exchange: poloniex, Introduced On: 2015-02-19 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 9.99999993923e-09 Last daily ingestion: 2018-02-09 00:00:00+00:00 Last minutely ingestion: 2018-02-09 00:00:00+00:00, 'dt': Timestamp('2017-11-01 23:59:00+0000', tz='UTC'), 'id': '862c450ab70645c88ba78f7c63916a09', 'filled': 0}]",2017-11-01 23:59:00+00:00,2017-11,2017-11-01 00:00:00+00:00,0.0,10000.0,[],0.0,,0,0,0,,10000.0,0.0,0.0,1,[],0.0237
2017-11-02 23:59:00+00:00,0.20483898697146402,-0.018248507350025478,-4.598623852206417,0.0440736781769453,0.4947258105391945,0.4140454825840055,-70362.30525320026,-60362.30525320026,70179.82017970001,70179.82017970001,-0.04194850735002548,7.148430198997551,-1.7064142692349877,70179.82017970001,70179.82017970001,1,-0.01824850735002542,7.148430198997551,7.148430198997551,"[{'status': 1, 'created': Timestamp('2017-11-01 23:59:00+0000', tz='UTC'), 'limit_reached': True, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 175.4670914822997, 'reason': None, 'limit': 7075.950000000001, 'sid': Trading Pair btc_usdt(374465) Exchange: poloniex, Introduced On: 2015-02-19 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 9.99999993923e-09 Last daily ingestion: 2018-02-09 00:00:00+00:00 Last minutely ingestion: 2018-02-09 00:00:00+00:00, 'dt': Timestamp('2017-11-02 23:59:00+0000', tz='UTC'), 'id': '862c450ab70645c88ba78f7c63916a09', 'filled': 10}]",2017-11-02 23:59:00+00:00,2017-11,2017-11-02 00:00:00+00:00,-182.48507350025466,9817.514926499745,"[{'amount': 10, 'last_sale_price': 7017.98201797, 'cost_basis': 7036.230525320027, 'sid': Trading Pair btc_usdt(374465) Exchange: poloniex, Introduced On: 2015-02-19 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 9.99999993923e-09 Last daily ingestion: 2018-02-09 00:00:00+00:00 Last minutely ingestion: 2018-02-09 00:00:00+00:00}]",-0.018248507350025464,-11.224972160321826,0,0,0,-11.224972160321824,10000.0,0.0,0.0,2,"[{'commission': None, 'amount': 10, 'sid': Trading Pair btc_usdt(374465) Exchange: poloniex, Introduced On: 2015-02-19 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 9.99999993923e-09 Last daily ingestion: 2018-02-09 00:00:00+00:00 Last minutely ingestion: 2018-02-09 00:00:00+00:00, 'order_id': '862c450ab70645c88ba78f7c63916a09', 'price': 7018.683816171797, 'dt': Timestamp('2017-11-02 23:59:00+0000', tz='UTC')}]",0.0237
