,sma_f,sma_s,rsi,sma_r,macd,macdSignal,macdHist,stoch_k,stoch_d,sma_test,macd_test,stoch_over_bought,stoch_over_sold,rsi_over_bought,rsi_over_sold
2016-11-03 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-04 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-05 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-06 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-07 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-08 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-09 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-10 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-11 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-12 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-13 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-14 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-15 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-16 00:00:00+00:00,,,,,,,,,,0,0,0,0,0,0
2016-11-17 00:00:00+00:00,,,70.162554310327,,,,,,,0,0,0,0,0,0
2016-11-18 00:00:00+00:00,,,73.19661672538146,,,,,,,0,0,0,0,0,0
2016-11-19 00:00:00+00:00,,,72.39756029500035,,,,,,,0,0,0,0,0,0
2016-11-20 00:00:00+00:00,,,61.679347815775934,,,,,,,0,0,0,0,0,0
2016-11-21 00:00:00+00:00,,,63.699201200508206,,,,,,,0,0,0,0,0,0
2016-11-22 00:00:00+00:00,,,66.45886008665491,,,,,59.10214498830849,58.88749552277472,0,0,0,0,0,0
2016-11-23 00:00:00+00:00,,,61.778443353173074,,,,,59.02978766571293,59.11597654204237,0,0,0,0,0,0
2016-11-24 00:00:00+00:00,,,60.938557670437085,,,,,59.933727151338324,59.35521993511991,0,0,0,0,0,0
2016-11-25 00:00:00+00:00,,,61.8063723464295,,,,,60.483274783034,59.81559653336175,0,0,0,0,0,0
2016-11-26 00:00:00+00:00,,,58.076150834553616,,,,,62.331638413584244,60.91621344931885,0,0,0,0,0,0
2016-11-27 00:00:00+00:00,,,56.02812633621469,,,,,62.07666377746772,61.63052565802865,0,0,0,0,0,0
2016-11-28 00:00:00+00:00,,,56.717310333797435,,,,,60.91010813815151,61.77280344306782,0,0,0,0,0,0
2016-11-29 00:00:00+00:00,,,56.650768259939134,,,,,59.055733932100544,60.68083528257325,0,0,0,0,0,0
2016-11-30 00:00:00+00:00,,,60.08799896501665,,,,,57.83064884189223,59.26549697071474,0,0,0,0,0,0
2016-12-01 00:00:00+00:00,,,66.33571548527114,63.067572267898676,,,,59.49168445581826,58.792689076603665,0,0,0,0,0,0
2016-12-02 00:00:00+00:00,,,72.27785794732392,63.20859251036514,,,,59.17266870894246,58.831667335550975,0,0,0,0,0,0
2016-12-03 00:00:00+00:00,,,65.40026729807502,62.68883588187805,,,,57.86937777677697,58.84457698051256,0,0,0,0,0,0
2016-12-04 00:00:00+00:00,,,67.58420143046064,62.367945290908736,,,,60.337013699873715,59.126353395197704,0,0,0,0,0,0
2016-12-05 00:00:00+00:00,,,57.94043560838419,62.11868447708262,,,,58.94587500460973,59.05075549375346,0,0,0,0,0,0
2016-12-06 00:00:00+00:00,,,59.57934068739517,61.84402710954175,13.860166355678189,14.012949969273198,-0.15278361359500892,55.84638623213924,58.37642497887421,0,0,0,0,0,0
2016-12-07 00:00:00+00:00,,,62.14903851241297,61.556705671258946,13.83962385822042,13.978284747062641,-0.13866088884222094,56.52602492089062,57.10609538587985,0,0,0,0,0,0
2016-12-08 00:00:00+00:00,,,62.931937826996666,61.63360530284719,13.859711053907631,13.95457000843164,-0.09485895452400861,58.62785783629458,57.00008966310813,0,0,0,0,0,0
2016-12-09 00:00:00+00:00,,,63.56424025945371,61.808650808781636,13.868566161253398,13.937369238995991,-0.06880307774259364,61.07424683980008,58.742709865661745,0,0,0,0,0,0
2016-12-10 00:00:00+00:00,,,65.10974049286881,62.02887535187759,14.081718411381758,13.966239073473144,0.11547933790861364,65.1326295115822,61.61157806255894,0,1,0,0,0,0
2016-12-11 00:00:00+00:00,,,60.86010204827071,62.21447209945873,13.53143412824727,13.87927808442797,-0.3478439561807001,67.9075437715035,64.70480670762858,0,0,0,0,0,0
2016-12-12 00:00:00+00:00,,,64.79524141963383,62.79894643835335,13.831565423133384,13.869735552169052,-0.03817012903566841,71.94035650523149,68.32684326277239,0,0,0,0,0,0
2016-12-13 00:00:00+00:00,,,63.25275419353654,63.234642695669294,13.709656151911645,13.83771967211757,-0.12806352020592549,73.8168029586391,71.22156774512469,0,0,0,0,0,0
2016-12-14 00:00:00+00:00,,,63.402871284948795,63.6847828973366,13.489816623496608,13.768139062393377,-0.2783224388967689,73.74981912871577,73.16899286419545,0,0,0,0,0,0
2016-12-15 00:00:00+00:00,,,63.404593573899746,63.90588920459548,13.164188923074676,13.647349034529636,-0.48316011145496063,71.67758101841942,73.08140103525808,0,0,0,0,0,0
2016-12-16 00:00:00+00:00,,,65.57213101838579,63.85498357346979,13.183094372452729,13.554498102114255,-0.3714037296615267,70.99741288484135,72.14160434399217,0,0,0,0,0,0
2016-12-17 00:00:00+00:00,,,69.84535342606519,63.69281660538588,13.989755633561458,13.641549608403697,0.34820602515776145,73.37794395735804,72.01764595353958,0,1,0,0,0,0
2016-12-18 00:00:00+00:00,,,66.22573253911288,63.747847621455065,14.077119247893734,13.728663536301704,0.34845571159202926,72.90479673454378,72.42671785891436,0,1,0,0,0,0
2016-12-19 00:00:00+00:00,,,67.67451793224822,63.753868721574236,14.294489651397498,13.841828759320864,0.4526608920766346,77.03729703841292,74.44001257677155,0,1,0,0,0,0
2016-12-20 00:00:00+00:00,,,70.74684666199586,64.60762945848168,15.005187895494146,14.07450058655552,0.9306873089386265,81.43562322813068,77.1259056670291,0,1,1,0,0,0
2016-12-21 00:00:00+00:00,,,77.72722624139446,65.81748849541496,17.544450868783656,14.768490643001147,2.7759602257825087,83.85138678991676,80.7747690188201,0,1,1,0,0,0
2016-12-22 00:00:00+00:00,749.8930065252002,,82.90406106406397,67.20115666552503,21.871515010149665,16.18909551643085,5.682419493718815,84.38067566762554,83.2225618952243,0,1,1,0,0,0
2016-12-23 00:00:00+00:00,754.4555677162002,,88.2681471418791,68.89023728651719,29.64762282438062,18.880800978020805,10.766821846359814,85.27109033743126,84.50105093165782,0,1,1,0,0,0
2016-12-24 00:00:00+00:00,758.1534810624001,,76.94878140939973,69.78254002984691,33.3842397896683,21.781488740350305,11.602751049317995,84.09521035578835,84.58232545361501,0,1,0,0,0,0
2016-12-25 00:00:00+00:00,761.8999701312001,,77.28910637928303,70.59449775560786,36.15029846811683,24.65525068590361,11.49504778221322,85.20743744268414,84.85791271196787,0,1,1,0,0,0
2016-12-26 00:00:00+00:00,765.7288831110001,,78.2311384890442,71.75256685165942,38.50141141472909,27.424482831668705,11.076928583060386,84.2157795288117,84.50614244242803,0,1,0,0,0,0
2016-12-27 00:00:00+00:00,770.298559517,,81.55263748938046,72.86972658964254,42.30677076247673,30.40094041783031,11.905830344646422,85.93384526769562,85.11902074639711,0,1,1,0,0,0
2016-12-28 00:00:00+00:00,775.645599159,,85.2902490352421,74.3388929124229,48.520490902592655,34.02485051478278,14.495640387809878,87.79316515313948,85.98092998321556,0,1,1,0,0,0
2016-12-29 00:00:00+00:00,780.660292391,,82.85629170933854,75.63578760738224,52.33577358840887,37.687035129508,14.648738458900873,89.31645314954858,87.68115452346119,0,1,1,0,1,0
